subjectR,conditionR,stimStyle,frequency,channelR,runR,fftValue
S3,hybrid-15Hz,hybrid,15,CP2,24,0.0153338713474431
S3,hybrid-15Hz,hybrid,15,CP2,25,0.561562558145896
S3,hybrid-15Hz,hybrid,15,CP2,26,0.380694690164676
S3,hybrid-15Hz,hybrid,15,CP2,27,0.0854825998236775
S3,hybrid-15Hz,hybrid,15,CP2,28,0.915519231011334
S3,hybrid-15Hz,hybrid,15,CP2,29,0.689647365607647
S3,hybrid-15Hz,hybrid,15,CP2,30,0.746660272950237
S3,hybrid-15Hz,hybrid,15,CP2,31,0.758368098262093
S3,hybrid-15Hz,hybrid,15,CP2,32,0.80443576423888
S3,hybrid-15Hz,hybrid,15,CP2,33,0.317462995785283
S3,hybrid-15Hz,hybrid,15,CP2,34,1.02790679068013
S3,hybrid-15Hz,hybrid,15,CP2,35,1.11943988314177
S3,hybrid-15Hz,hybrid,15,CP2,36,0.390268823320796
S3,hybrid-15Hz,hybrid,15,CP6,1,0.601336615520577
S3,hybrid-15Hz,hybrid,15,CP6,2,0.23722672507933
S3,hybrid-15Hz,hybrid,15,CP6,3,0.274396670096177
S3,hybrid-15Hz,hybrid,15,CP6,4,0.781212263922414
S3,hybrid-15Hz,hybrid,15,CP6,5,0.15465559378487
S3,hybrid-15Hz,hybrid,15,CP6,6,0.172865990442361
S3,hybrid-15Hz,hybrid,15,CP6,7,0.447618189134447
S3,hybrid-15Hz,hybrid,15,CP6,8,0.480859233101696
S3,hybrid-15Hz,hybrid,15,CP6,9,0.302306867892519
S3,hybrid-15Hz,hybrid,15,CP6,10,0.0850251737288477
S3,hybrid-15Hz,hybrid,15,CP6,11,0.468620621424516
S3,hybrid-15Hz,hybrid,15,CP6,12,0.304830875938473
S3,hybrid-15Hz,hybrid,15,CP6,13,0.291110671194726
S3,hybrid-15Hz,hybrid,15,CP6,14,0.272398806153763
S3,hybrid-15Hz,hybrid,15,CP6,15,0.428623930223532
S3,hybrid-15Hz,hybrid,15,CP6,16,0.198292561495434
S3,hybrid-15Hz,hybrid,15,CP6,17,0.102434374521498
S3,hybrid-15Hz,hybrid,15,CP6,18,0.560714546119345
S3,hybrid-15Hz,hybrid,15,CP6,19,0.593949630763446
S3,hybrid-15Hz,hybrid,15,CP6,20,0.758558604968853
S3,hybrid-15Hz,hybrid,15,CP6,21,0.37169304250358
S3,hybrid-15Hz,hybrid,15,CP6,22,0.404343631878932
S3,hybrid-15Hz,hybrid,15,CP6,23,0.18566703006678
S3,hybrid-15Hz,hybrid,15,CP6,24,0.193897892772364
S3,hybrid-15Hz,hybrid,15,CP6,25,0.366690692456437
S3,hybrid-15Hz,hybrid,15,CP6,26,0.21787868024634
S3,hybrid-15Hz,hybrid,15,CP6,27,0.0541878568890501
S3,hybrid-15Hz,hybrid,15,CP6,28,0.528994727233544
S3,hybrid-15Hz,hybrid,15,CP6,29,0.38963914913287
S3,hybrid-15Hz,hybrid,15,CP6,30,0.423561939642978
S3,hybrid-15Hz,hybrid,15,CP6,31,0.455907161999292
S3,hybrid-15Hz,hybrid,15,CP6,32,0.412151364913828
S3,hybrid-15Hz,hybrid,15,CP6,33,0.263013616662866
S3,hybrid-15Hz,hybrid,15,CP6,34,0.549693891281065
S3,hybrid-15Hz,hybrid,15,CP6,35,0.489869972870495
S3,hybrid-15Hz,hybrid,15,CP6,36,0.215532674572262
S3,hybrid-15Hz,hybrid,15,P7,1,0.164860537141283
S3,hybrid-15Hz,hybrid,15,P7,2,0.485120320638643
S3,hybrid-15Hz,hybrid,15,P7,3,0.345048697875038
S3,hybrid-15Hz,hybrid,15,P7,4,0.745499280112941
S3,hybrid-15Hz,hybrid,15,P7,5,0.319840684546255
S3,hybrid-15Hz,hybrid,15,P7,6,0.268623883066562
S3,hybrid-15Hz,hybrid,15,P7,7,0.454997412548897
S3,hybrid-15Hz,hybrid,15,P7,8,0.265039858484059
S3,hybrid-15Hz,hybrid,15,P7,9,0.25734530128591
S3,hybrid-15Hz,hybrid,15,P7,10,0.268908361949706
S3,hybrid-15Hz,hybrid,15,P7,11,0.473103145955775
S3,hybrid-15Hz,hybrid,15,P7,12,0.162668481419477
S3,hybrid-15Hz,hybrid,15,P7,13,0.406234991406565
S3,hybrid-15Hz,hybrid,15,P7,14,0.267030909720072
S3,hybrid-15Hz,hybrid,15,P7,15,0.317409225700931
S3,hybrid-15Hz,hybrid,15,P7,16,0.102356325805047
S3,hybrid-15Hz,hybrid,15,P7,17,0.237530295376564
S3,hybrid-15Hz,hybrid,15,P7,18,0.445160774367044
S3,hybrid-15Hz,hybrid,15,P7,19,0.277077916016786
S3,hybrid-15Hz,hybrid,15,P7,20,0.28445642417356
S3,hybrid-15Hz,hybrid,15,P7,21,0.473132499101485
S3,hybrid-15Hz,hybrid,15,P7,22,0.193928248427948
S3,hybrid-15Hz,hybrid,15,P7,23,0.519892247834156
S3,hybrid-15Hz,hybrid,15,P7,24,0.353098347416531
S3,hybrid-15Hz,hybrid,15,P7,25,0.202586142035862
S3,hybrid-15Hz,hybrid,15,P7,26,0.231610430946544
S3,hybrid-15Hz,hybrid,15,P7,27,0.383044104896379
S3,hybrid-15Hz,hybrid,15,P7,28,0.370493055477042
S3,hybrid-15Hz,hybrid,15,P7,29,0.144024738264376
S3,hybrid-15Hz,hybrid,15,P7,30,0.114459605807368
S3,hybrid-15Hz,hybrid,15,P7,31,0.0232470469366282
S3,hybrid-15Hz,hybrid,15,P7,32,0.0697427773677245
S3,hybrid-15Hz,hybrid,15,P7,33,0.412184833625256
S3,hybrid-15Hz,hybrid,15,P7,34,0.446220962434511
S3,hybrid-15Hz,hybrid,15,P7,35,0.497822440854657
S3,hybrid-15Hz,hybrid,15,P7,36,0.16226339633358
S3,hybrid-15Hz,hybrid,15,P3,1,0.472770421119696
S3,hybrid-15Hz,hybrid,15,P3,2,0.585837370312791
S3,hybrid-15Hz,hybrid,15,P3,3,0.245268425793055
S3,hybrid-15Hz,hybrid,15,P3,4,1.12091068799942
S3,hybrid-15Hz,hybrid,15,P3,5,0.519929827898642
S3,hybrid-15Hz,hybrid,15,P3,6,0.314378449752005
S3,hybrid-15Hz,hybrid,15,P3,7,0.852892601597485
S3,hybrid-15Hz,hybrid,15,P3,8,0.733531950289375
S3,hybrid-15Hz,hybrid,15,P3,9,0.399885876581643
S3,hybrid-15Hz,hybrid,15,P3,10,0.459347743989377
S3,hybrid-15Hz,hybrid,15,P3,11,0.812485153472063
S3,hybrid-15Hz,hybrid,15,P3,12,0.0817777935167751
S3,hybrid-15Hz,hybrid,15,P3,13,0.669141415758698
S3,hybrid-15Hz,hybrid,15,P3,14,0.367988476350757
S3,hybrid-15Hz,hybrid,15,P3,15,0.241453811318275
S3,hybrid-15Hz,hybrid,15,P3,16,0.11706809809081
S3,hybrid-15Hz,hybrid,15,P3,17,0.213520706046807
S3,hybrid-15Hz,hybrid,15,P3,18,0.818283258216158
S3,hybrid-15Hz,hybrid,15,P3,19,0.862142094693858
S3,hybrid-15Hz,hybrid,15,P3,20,0.753653554996856
S3,hybrid-15Hz,hybrid,15,P3,21,0.790268648454576
S3,hybrid-15Hz,hybrid,15,P3,22,0.653327523871349
S3,hybrid-15Hz,hybrid,15,P3,23,0.728559676681832
S3,hybrid-15Hz,hybrid,15,P3,24,0.355963770286092
S3,hybrid-15Hz,hybrid,15,P3,25,0.0758766497299258
S3,hybrid-15Hz,hybrid,15,P3,26,0.370699150188175
S3,hybrid-15Hz,hybrid,15,P3,27,0.243467328672928
S3,hybrid-15Hz,hybrid,15,P3,28,0.879424996868922
S3,hybrid-15Hz,hybrid,15,P3,29,0.471450111598932
S3,hybrid-15Hz,hybrid,15,P3,30,0.210405659392796
S3,hybrid-15Hz,hybrid,15,P3,31,0.401620933909277
S3,hybrid-15Hz,hybrid,15,P3,32,0.457076389501195
S3,hybrid-15Hz,hybrid,15,P3,33,0.474633209862984
S3,hybrid-15Hz,hybrid,15,P3,34,0.884539970468463
S3,hybrid-15Hz,hybrid,15,P3,35,0.966491714977806
S3,hybrid-15Hz,hybrid,15,P3,36,0.472392006554166
S3,hybrid-15Hz,hybrid,15,Pz,1,0.967911485758811
S3,hybrid-15Hz,hybrid,15,Pz,2,0.631043200760531
S3,hybrid-15Hz,hybrid,15,Pz,3,0.464230366322378
S3,hybrid-15Hz,hybrid,15,Pz,4,1.51382166676405
S3,hybrid-15Hz,hybrid,15,Pz,5,0.598621989096601
S3,hybrid-15Hz,hybrid,15,Pz,6,0.466415045346848
S3,hybrid-15Hz,hybrid,15,Pz,7,1.43992476933831
S3,hybrid-15Hz,hybrid,15,Pz,8,1.24483649855475
S3,hybrid-15Hz,hybrid,15,Pz,9,0.834143183694609
S3,hybrid-15Hz,hybrid,15,Pz,10,0.791425395148618
S3,hybrid-15Hz,hybrid,15,Pz,11,1.17372971683542
S3,hybrid-15Hz,hybrid,15,Pz,12,0.196100671467946
S3,hybrid-15Hz,hybrid,15,Pz,13,0.996409547503828
S3,hybrid-15Hz,hybrid,15,Pz,14,0.605268277850271
S3,hybrid-15Hz,hybrid,15,Pz,15,0.232901595357967
S3,hybrid-15Hz,hybrid,15,Pz,16,0.271814487409564
S3,hybrid-15Hz,hybrid,15,Pz,17,0.477026134264272
S3,hybrid-15Hz,hybrid,15,Pz,18,1.13534129168343
S3,hybrid-15Hz,hybrid,15,Pz,19,1.28383040543549
S3,hybrid-15Hz,hybrid,15,Pz,20,1.25126885437548
S3,hybrid-15Hz,hybrid,15,Pz,21,1.14372575425067
S3,hybrid-15Hz,hybrid,15,Pz,22,1.03485607965351
S3,hybrid-15Hz,hybrid,15,Pz,23,1.23341174543406
S3,hybrid-15Hz,hybrid,15,Pz,24,0.295611784598763
S3,hybrid-15Hz,hybrid,15,Pz,25,0.630727970838629
S3,hybrid-15Hz,hybrid,15,Pz,26,0.575837582025074
S3,hybrid-15Hz,hybrid,15,Pz,27,0.380498583003126
S3,hybrid-15Hz,hybrid,15,Pz,28,1.31758555624533
S3,hybrid-15Hz,hybrid,15,Pz,29,0.983029273975038
S3,hybrid-15Hz,hybrid,15,Pz,30,0.81954164813984
S3,hybrid-15Hz,hybrid,15,Pz,31,0.867917898191098
S3,hybrid-15Hz,hybrid,15,Pz,32,0.888580322096541
S3,hybrid-15Hz,hybrid,15,Pz,33,0.595598258885366
S3,hybrid-15Hz,hybrid,15,Pz,34,1.31551105541781
S3,hybrid-15Hz,hybrid,15,Pz,35,1.469097090757
S3,hybrid-15Hz,hybrid,15,Pz,36,0.5989211815187
S3,hybrid-15Hz,hybrid,15,P4,1,0.838905595416916
S3,hybrid-15Hz,hybrid,15,P4,2,0.528064838941225
S3,hybrid-15Hz,hybrid,15,P4,3,0.476634331880771
S3,hybrid-15Hz,hybrid,15,P4,4,1.32249809375565
S3,hybrid-15Hz,hybrid,15,P4,5,0.283390130659417
S3,hybrid-15Hz,hybrid,15,P4,6,0.408993568435526
S3,hybrid-15Hz,hybrid,15,P4,7,1.10309240320922
S3,hybrid-15Hz,hybrid,15,P4,8,0.844228046823393
S3,hybrid-15Hz,hybrid,15,P4,9,0.843145233986332
S3,hybrid-15Hz,hybrid,15,P4,10,0.539597808382791
S3,hybrid-15Hz,hybrid,15,P4,11,0.874879582039864
S3,hybrid-15Hz,hybrid,15,P4,12,0.211736826103263
S3,hybrid-15Hz,hybrid,15,P4,13,0.748894370580828
S3,hybrid-15Hz,hybrid,15,P4,14,0.553212662790889
S3,hybrid-15Hz,hybrid,15,P4,15,0.308276021905622
S3,hybrid-15Hz,hybrid,15,P4,16,0.331658978274271
S3,hybrid-15Hz,hybrid,15,P4,17,0.256381053411057
S3,hybrid-15Hz,hybrid,15,P4,18,0.920130793374342
S3,hybrid-15Hz,hybrid,15,P4,19,1.10475362112129
S3,hybrid-15Hz,hybrid,15,P4,20,1.00341055993854
S3,hybrid-15Hz,hybrid,15,P4,21,0.714173481798784
S3,hybrid-15Hz,hybrid,15,P4,22,0.895636431339411
S3,hybrid-15Hz,hybrid,15,P4,23,0.535829251640505
S3,hybrid-15Hz,hybrid,15,P4,24,0.140110901102322
S3,hybrid-15Hz,hybrid,15,P4,25,0.534988587420034
S3,hybrid-15Hz,hybrid,15,P4,26,0.508795233989833
S3,hybrid-15Hz,hybrid,15,P4,27,0.267773460595214
S3,hybrid-15Hz,hybrid,15,P4,28,0.782213035283114
S3,hybrid-15Hz,hybrid,15,P4,29,0.697059162072762
S3,hybrid-15Hz,hybrid,15,P4,30,0.483342044634228
S3,hybrid-15Hz,hybrid,15,P4,31,0.592644628161849
S3,hybrid-15Hz,hybrid,15,P4,32,0.615015097330332
S3,hybrid-15Hz,hybrid,15,P4,33,0.388800049269039
S3,hybrid-15Hz,hybrid,15,P4,34,0.794325515166489
S3,hybrid-15Hz,hybrid,15,P4,35,0.99130806058761
S3,hybrid-15Hz,hybrid,15,P4,36,0.29326984283484
S3,hybrid-15Hz,hybrid,15,P8,1,0.564104425725436
S3,hybrid-15Hz,hybrid,15,P8,2,0.46885795431037
S3,hybrid-15Hz,hybrid,15,P8,3,0.157485763534166
S3,hybrid-15Hz,hybrid,15,P8,4,0.785044565538236
S3,hybrid-15Hz,hybrid,15,P8,5,0.365778395048507
S3,hybrid-15Hz,hybrid,15,P8,6,0.0816839622489779
S3,hybrid-15Hz,hybrid,15,P8,7,0.608844617186719
S3,hybrid-15Hz,hybrid,15,P8,8,0.390619459027027
S3,hybrid-15Hz,hybrid,15,P8,9,0.332353543387876
S3,hybrid-15Hz,hybrid,15,P8,10,0.199474686987793
S3,hybrid-15Hz,hybrid,15,P8,11,0.333461936677207
S3,hybrid-15Hz,hybrid,15,P8,12,0.227652527430327
S3,hybrid-15Hz,hybrid,15,P8,13,0.250183384660936
S3,hybrid-15Hz,hybrid,15,P8,14,0.369606811872912
S3,hybrid-15Hz,hybrid,15,P8,15,0.429128684737993
S3,hybrid-15Hz,hybrid,15,P8,16,0.253828416352039
S3,hybrid-15Hz,hybrid,15,P8,17,0.178580846938606
S3,hybrid-15Hz,hybrid,15,P8,18,0.534573759418382
S3,hybrid-15Hz,hybrid,15,P8,19,0.628494415739245
S3,hybrid-15Hz,hybrid,15,P8,20,0.416005190743058
S3,hybrid-15Hz,hybrid,15,P8,21,0.178622774621112
S3,hybrid-15Hz,hybrid,15,P8,22,0.44184193052801
S3,hybrid-15Hz,hybrid,15,P8,23,0.369653312614131
S3,hybrid-15Hz,hybrid,15,P8,24,0.227047507395632
S3,hybrid-15Hz,hybrid,15,P8,25,0.252763310388707
S3,hybrid-15Hz,hybrid,15,P8,26,0.382753038195931
S3,hybrid-15Hz,hybrid,15,P8,27,0.265721060075211
S3,hybrid-15Hz,hybrid,15,P8,28,0.395918058955608
S3,hybrid-15Hz,hybrid,15,P8,29,0.280513433177226
S3,hybrid-15Hz,hybrid,15,P8,30,0.156496190797019
S3,hybrid-15Hz,hybrid,15,P8,31,0.204948525114589
S3,hybrid-15Hz,hybrid,15,P8,32,0.255690048402188
S3,hybrid-15Hz,hybrid,15,P8,33,0.332621983598354
S3,hybrid-15Hz,hybrid,15,P8,34,0.401932296437513
S3,hybrid-15Hz,hybrid,15,P8,35,0.488938857676035
S3,hybrid-15Hz,hybrid,15,P8,36,0.140495592887053
S3,hybrid-15Hz,hybrid,15,PO3,1,0.675720596101867
S3,hybrid-15Hz,hybrid,15,PO3,2,0.862257797396075
S3,hybrid-15Hz,hybrid,15,PO3,3,0.398971914212395
S3,hybrid-15Hz,hybrid,15,PO3,4,1.49939706597808
S3,hybrid-15Hz,hybrid,15,PO3,5,0.77350942484021
S3,hybrid-15Hz,hybrid,15,PO3,6,0.175379955091944
S3,hybrid-15Hz,hybrid,15,PO3,7,1.23178697415093
S3,hybrid-15Hz,hybrid,15,PO3,8,0.9893109653497
S3,hybrid-15Hz,hybrid,15,PO3,9,0.891792005425761
S3,hybrid-15Hz,hybrid,15,PO3,10,0.85351264562811
S3,hybrid-15Hz,hybrid,15,PO3,11,0.749296434314706
S3,hybrid-15Hz,hybrid,15,PO3,12,0.106903413773286
S3,hybrid-15Hz,hybrid,15,PO3,13,1.00400871893037
S3,hybrid-15Hz,hybrid,15,PO3,14,0.69137168644713
S3,hybrid-15Hz,hybrid,15,PO3,15,0.472613092566747
S3,hybrid-15Hz,hybrid,15,PO3,16,0.494696764774885
S3,hybrid-15Hz,hybrid,15,PO3,17,0.245123861151672
S3,hybrid-15Hz,hybrid,15,PO3,18,1.0998705547951
S3,hybrid-15Hz,hybrid,15,PO3,19,1.25738097412316
S3,hybrid-15Hz,hybrid,15,PO3,20,0.856201499253937
S3,hybrid-15Hz,hybrid,15,PO3,21,0.844571909243774
S3,hybrid-15Hz,hybrid,15,PO3,22,0.95424761192598
S3,hybrid-15Hz,hybrid,15,PO3,23,0.949554491915977
S3,hybrid-15Hz,hybrid,15,PO3,24,0.414211621560067
S3,hybrid-15Hz,hybrid,15,PO3,25,0.129303386976629
S3,hybrid-15Hz,hybrid,15,PO3,26,0.501938009765146
S3,hybrid-15Hz,hybrid,15,PO3,27,0.630841180661555
S3,hybrid-15Hz,hybrid,15,PO3,28,1.03451994874957
S3,hybrid-15Hz,hybrid,15,PO3,29,0.634420937577896
S3,hybrid-15Hz,hybrid,15,PO3,30,0.133385001200886
S3,hybrid-15Hz,hybrid,15,PO3,31,0.316358410515405
S3,hybrid-15Hz,hybrid,15,PO3,32,0.406008829171369
S3,hybrid-15Hz,hybrid,15,PO3,33,0.741810683441257
S3,hybrid-15Hz,hybrid,15,PO3,34,1.1306252131333
S3,hybrid-15Hz,hybrid,15,PO3,35,1.33924305353687
S3,hybrid-15Hz,hybrid,15,PO3,36,0.465652859630402
S3,hybrid-15Hz,hybrid,15,PO4,1,1.14184811838816
S3,hybrid-15Hz,hybrid,15,PO4,2,0.957002861204063
S3,hybrid-15Hz,hybrid,15,PO4,3,0.663154909939475
S3,hybrid-15Hz,hybrid,15,PO4,4,1.37914058456978
S3,hybrid-15Hz,hybrid,15,PO4,5,0.707070639951976
S3,hybrid-15Hz,hybrid,15,PO4,6,0.489205093384495
S3,hybrid-15Hz,hybrid,15,PO4,7,1.42998971178988
S3,hybrid-15Hz,hybrid,15,PO4,8,1.18477267936177
S3,hybrid-15Hz,hybrid,15,PO4,9,0.799190585408474
S3,hybrid-15Hz,hybrid,15,PO4,10,0.784854292736693
S3,hybrid-15Hz,hybrid,15,PO4,11,1.01624751026235
S3,hybrid-15Hz,hybrid,15,PO4,12,0.133085566079848
S3,hybrid-15Hz,hybrid,15,PO4,13,1.06563031075809
S3,hybrid-15Hz,hybrid,15,PO4,14,0.785920177560791
S3,hybrid-15Hz,hybrid,15,PO4,15,0.425231149315153
S3,hybrid-15Hz,hybrid,15,PO4,16,0.666275893347562
S3,hybrid-15Hz,hybrid,15,PO4,17,0.414244931460688
S3,hybrid-15Hz,hybrid,15,PO4,18,1.09320895730104
S3,hybrid-15Hz,hybrid,15,PO4,19,1.33299839536371
S3,hybrid-15Hz,hybrid,15,PO4,20,1.02737796919988
S3,hybrid-15Hz,hybrid,15,PO4,21,0.986199198070205
S3,hybrid-15Hz,hybrid,15,PO4,22,1.11643704077632
S3,hybrid-15Hz,hybrid,15,PO4,23,0.82380829752862
S3,hybrid-15Hz,hybrid,15,PO4,24,0.350556477797723
S3,hybrid-15Hz,hybrid,15,PO4,25,0.697080645486191
S3,hybrid-15Hz,hybrid,15,PO4,26,0.682319384999209
S3,hybrid-15Hz,hybrid,15,PO4,27,0.694544741054361
S3,hybrid-15Hz,hybrid,15,PO4,28,1.03679698141386
S3,hybrid-15Hz,hybrid,15,PO4,29,0.852946292752462
S3,hybrid-15Hz,hybrid,15,PO4,30,0.522519892736197
S3,hybrid-15Hz,hybrid,15,PO4,31,0.63045601250747
S3,hybrid-15Hz,hybrid,15,PO4,32,0.64238178995836
S3,hybrid-15Hz,hybrid,15,PO4,33,0.70320274147678
S3,hybrid-15Hz,hybrid,15,PO4,34,0.931100345104958
S3,hybrid-15Hz,hybrid,15,PO4,35,1.22156794622254
S3,hybrid-15Hz,hybrid,15,PO4,36,0.220013955207716
S3,hybrid-15Hz,hybrid,15,O1,1,0.591315313298419
S3,hybrid-15Hz,hybrid,15,O1,2,0.66288145087086
S3,hybrid-15Hz,hybrid,15,O1,3,0.26979506878994
S3,hybrid-15Hz,hybrid,15,O1,4,0.929747720371942
S3,hybrid-15Hz,hybrid,15,O1,5,0.557655368133682
S3,hybrid-15Hz,hybrid,15,O1,6,0.198344098020783
S3,hybrid-15Hz,hybrid,15,O1,7,0.796811835224628
S3,hybrid-15Hz,hybrid,15,O1,8,0.594204494239679
S3,hybrid-15Hz,hybrid,15,O1,9,0.328076668595556
S3,hybrid-15Hz,hybrid,15,O1,10,0.632014448797137
S3,hybrid-15Hz,hybrid,15,O1,11,0.536545811200965
S3,hybrid-15Hz,hybrid,15,O1,12,0.329432927158001
S3,hybrid-15Hz,hybrid,15,O1,13,0.906935459230187
S3,hybrid-15Hz,hybrid,15,O1,14,0.619611126966378
S3,hybrid-15Hz,hybrid,15,O1,15,0.392124839196936
S3,hybrid-15Hz,hybrid,15,O1,16,0.608948337289678
S3,hybrid-15Hz,hybrid,15,O1,17,0.246258847439599
S3,hybrid-15Hz,hybrid,15,O1,18,0.700950842763263
S3,hybrid-15Hz,hybrid,15,O1,19,0.844615402742284
S3,hybrid-15Hz,hybrid,15,O1,20,0.500232628259039
S3,hybrid-15Hz,hybrid,15,O1,21,0.542810092131181
S3,hybrid-15Hz,hybrid,15,O1,22,0.606681050120941
S3,hybrid-15Hz,hybrid,15,O1,23,0.658248550143844
S3,hybrid-15Hz,hybrid,15,O1,24,0.238776109301014
S3,hybrid-15Hz,hybrid,15,O1,25,0.277327862140388
S3,hybrid-15Hz,hybrid,15,O1,26,0.397086214241083
S3,hybrid-15Hz,hybrid,15,O1,27,0.618454412674397
S3,hybrid-15Hz,hybrid,15,O1,28,0.727452264141529
S3,hybrid-15Hz,hybrid,15,O1,29,0.432377180070913
S3,hybrid-15Hz,hybrid,15,O1,30,0.230570217847033
S3,hybrid-15Hz,hybrid,15,O1,31,0.333864732086012
S3,hybrid-15Hz,hybrid,15,O1,32,0.14122061503908
S3,hybrid-15Hz,hybrid,15,O1,33,0.549305522606839
S3,hybrid-15Hz,hybrid,15,O1,34,0.601966982501344
S3,hybrid-15Hz,hybrid,15,O1,35,0.744320498551381
S3,hybrid-15Hz,hybrid,15,O1,36,0.343129594491077
S3,hybrid-15Hz,hybrid,15,Oz,1,0.789499151300766
S3,hybrid-15Hz,hybrid,15,Oz,2,0.65548260940713
S3,hybrid-15Hz,hybrid,15,Oz,3,0.210217692426889
S3,hybrid-15Hz,hybrid,15,Oz,4,0.892921146537488
S3,hybrid-15Hz,hybrid,15,Oz,5,0.419245604046282
S3,hybrid-15Hz,hybrid,15,Oz,6,0.0816788846220905
S3,hybrid-15Hz,hybrid,15,Oz,7,0.869568196244579
S3,hybrid-15Hz,hybrid,15,Oz,8,0.696290790846994
S3,hybrid-15Hz,hybrid,15,Oz,9,0.418874092506632
S3,hybrid-15Hz,hybrid,15,Oz,10,0.565965838296744
S3,hybrid-15Hz,hybrid,15,Oz,11,0.527261961606892
S3,hybrid-15Hz,hybrid,15,Oz,12,0.314518261524162
S3,hybrid-15Hz,hybrid,15,Oz,13,0.867366164467603
S3,hybrid-15Hz,hybrid,15,Oz,14,0.587927578021836
S3,hybrid-15Hz,hybrid,15,Oz,15,0.364343297481823
S3,hybrid-15Hz,hybrid,15,Oz,16,0.573672939267014
S3,hybrid-15Hz,hybrid,15,Oz,17,0.208400037415896
S3,hybrid-15Hz,hybrid,15,Oz,18,0.829627424134152
S3,hybrid-15Hz,hybrid,15,Oz,19,0.853569579250856
S3,hybrid-15Hz,hybrid,15,Oz,20,0.533508973802175
S3,hybrid-15Hz,hybrid,15,Oz,21,0.58469448609855
S3,hybrid-15Hz,hybrid,15,Oz,22,0.654276980674413
S3,hybrid-15Hz,hybrid,15,Oz,23,0.401260472867475
S3,hybrid-15Hz,hybrid,15,Oz,24,0.323378470163889
S3,hybrid-15Hz,hybrid,15,Oz,25,0.470570897297011
S3,hybrid-15Hz,hybrid,15,Oz,26,0.458798215019855
S3,hybrid-15Hz,hybrid,15,Oz,27,0.544624119800184
S3,hybrid-15Hz,hybrid,15,Oz,28,0.737545715546583
S3,hybrid-15Hz,hybrid,15,Oz,29,0.304639993198808
S3,hybrid-15Hz,hybrid,15,Oz,30,0.215666345165466
S3,hybrid-15Hz,hybrid,15,Oz,31,0.425180889409623
S3,hybrid-15Hz,hybrid,15,Oz,32,0.132404742188992
S3,hybrid-15Hz,hybrid,15,Oz,33,0.512719592354428
S3,hybrid-15Hz,hybrid,15,Oz,34,0.600794263378586
S3,hybrid-15Hz,hybrid,15,Oz,35,0.829046988310872
S3,hybrid-15Hz,hybrid,15,Oz,36,0.342339345523999
S3,hybrid-15Hz,hybrid,15,O2,1,0.671034376463535
S3,hybrid-15Hz,hybrid,15,O2,2,0.679334349873133
S3,hybrid-15Hz,hybrid,15,O2,3,0.257506136244523
S3,hybrid-15Hz,hybrid,15,O2,4,0.893540334973571
S3,hybrid-15Hz,hybrid,15,O2,5,0.355692042872081
S3,hybrid-15Hz,hybrid,15,O2,6,0.224288159541466
S3,hybrid-15Hz,hybrid,15,O2,7,0.894372435603059
S3,hybrid-15Hz,hybrid,15,O2,8,0.614609552699405
S3,hybrid-15Hz,hybrid,15,O2,9,0.484770088790273
S3,hybrid-15Hz,hybrid,15,O2,10,0.555038220784671
S3,hybrid-15Hz,hybrid,15,O2,11,0.530718138543861
S3,hybrid-15Hz,hybrid,15,O2,12,0.147567104807693
S3,hybrid-15Hz,hybrid,15,O2,13,0.683969706449583
S3,hybrid-15Hz,hybrid,15,O2,14,0.552502344834075
S3,hybrid-15Hz,hybrid,15,O2,15,0.293490693971913
S3,hybrid-15Hz,hybrid,15,O2,16,0.502902315783523
S3,hybrid-15Hz,hybrid,15,O2,17,0.193345789233033
S3,hybrid-15Hz,hybrid,15,O2,18,0.709301396496688
S3,hybrid-15Hz,hybrid,15,O2,19,0.790509907890878
S3,hybrid-15Hz,hybrid,15,O2,20,0.546181327483606
S3,hybrid-15Hz,hybrid,15,O2,21,0.439374090368136
S3,hybrid-15Hz,hybrid,15,O2,22,0.663874569910507
S3,hybrid-15Hz,hybrid,15,O2,23,0.487422467476219
S3,hybrid-15Hz,hybrid,15,O2,24,0.279098135141562
S3,hybrid-15Hz,hybrid,15,O2,25,0.43913271048364
S3,hybrid-15Hz,hybrid,15,O2,26,0.486640855187753
S3,hybrid-15Hz,hybrid,15,O2,27,0.532548412624168
S3,hybrid-15Hz,hybrid,15,O2,28,0.686529139297089
S3,hybrid-15Hz,hybrid,15,O2,29,0.330907415201499
S3,hybrid-15Hz,hybrid,15,O2,30,0.250478317146293
S3,hybrid-15Hz,hybrid,15,O2,31,0.333645078537309
S3,hybrid-15Hz,hybrid,15,O2,32,0.169862447842484
S3,hybrid-15Hz,hybrid,15,O2,33,0.425830163839081
S3,hybrid-15Hz,hybrid,15,O2,34,0.492147154448029
S3,hybrid-15Hz,hybrid,15,O2,35,0.686339050553521
S3,hybrid-15Hz,hybrid,15,O2,36,0.20975094390365
S3,hybrid-15Hz,hybrid,15,EXG1,1,0.285064993046272
S3,hybrid-15Hz,hybrid,15,EXG1,2,0.188727758433174
S3,hybrid-15Hz,hybrid,15,EXG1,3,0.215043960540919
S3,hybrid-15Hz,hybrid,15,EXG1,4,0.19777117523601
S3,hybrid-15Hz,hybrid,15,EXG1,5,0.314165730394726
S3,hybrid-15Hz,hybrid,15,EXG1,6,0.183971495261451
S3,hybrid-15Hz,hybrid,15,EXG1,7,0.273774238597921
